test_id,algorithm,category,difficulty,response_success,overall_score,vulnerability_score,decryption_score,reasoning_score,confidence,suggested_attacks_count,vulnerabilities_count
aes_cbc_013,AES-CBC,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,0.95,3,3
aes_cbc_014,AES-CBC,modern_symmetric,hard,True,0.3375,0.5,0.0,0.75,0.98,4,3
aes_cbc_015,AES-CBC,modern_symmetric,hard,True,0.34500000000000003,0.5,0.0,0.8,1.0,3,3
aes_cbc_016,AES-CBC,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,3
aes_cbc_017,AES-CBC,modern_symmetric,hard,True,0.36250000000000004,0.5,0.0,0.9166666666666667,1.0,3,2
aes_cbc_018,AES-CBC,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,4,3
aes_cbc_019,AES-CBC,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,0.95,3,2
aes_cbc_020,AES-CBC,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,3
aes_cbc_021,AES-CBC,modern_symmetric,hard,True,0.34500000000000003,0.5,0.0,0.8,1.0,3,2
aes_cbc_022,AES-CBC,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,0.98,3,2
aes_cbc_023,AES-CBC,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,3
aes_cbc_024,AES-CBC,modern_symmetric,hard,True,0.44000000000000006,0.5,0.2,0.9,1.0,3,3
aes_cbc_025,AES-CBC,modern_symmetric,hard,True,0.4266666666666667,0.5,0.16666666666666666,0.9,1.0,3,2
aes_cbc_026,AES-CBC,modern_symmetric,hard,True,0.34500000000000003,0.5,0.0,0.8,1.0,3,3
aes_cbc_027,AES-CBC,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,3
aes_cbc_028,AES-CBC,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,0.98,3,3
aes_cbc_029,AES-CBC,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
aes_cbc_030,AES-CBC,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,3
aes_cbc_031,AES-CBC,modern_symmetric,hard,True,0.42500000000000004,0.5,0.2,0.8,0.98,3,3
aes_cbc_032,AES-CBC,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
aes_cbc_033,AES-CBC,modern_symmetric,hard,True,0.34500000000000003,0.5,0.0,0.8,0.98,3,3
aes_cbc_034,AES-CBC,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,4,3
aes_cbc_035,AES-CBC,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,0.95,3,3
aes_cbc_036,AES-CBC,modern_symmetric,hard,True,0.3375,0.5,0.0,0.75,1.0,3,3
aes_cbc_037,AES-CBC,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,3
aes_cbc_038,AES-CBC,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,3
aes_cbc_039,AES-CBC,modern_symmetric,hard,True,0.43000000000000005,0.5,0.2,0.8333333333333333,0.98,3,3
aes_cbc_040,AES-CBC,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
aes_cbc_041,AES-CBC,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,3
aes_cbc_042,AES-CBC,modern_symmetric,hard,True,0.34500000000000003,0.5,0.0,0.8,0.98,3,3
aes_cbc_043,AES-CBC,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,0.98,3,3
aes_cbc_044,AES-CBC,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,3
aes_cbc_045,AES-CBC,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,3
aes_cbc_046,AES-CBC,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,3
aes_cbc_047,AES-CBC,modern_symmetric,hard,True,0.34500000000000003,0.5,0.0,0.8,1.0,3,2
aes_cbc_048,AES-CBC,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
aes_cbc_049,AES-CBC,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,2
aes_cbc_050,AES-CBC,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,3
aes_cbc_051,AES-CBC,modern_symmetric,hard,True,0.34500000000000003,0.5,0.0,0.8,1.0,3,0
aes_cbc_052,AES-CBC,modern_symmetric,hard,True,0.33,0.5,0.0,0.7,0.95,3,3
aes_cbc_053,AES-CBC,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,0.98,3,3
aes_cbc_054,AES-CBC,modern_symmetric,hard,True,0.34500000000000003,0.5,0.0,0.8,0.95,4,3
aes_cbc_055,AES-CBC,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,3
aes_cbc_056,AES-CBC,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,0.98,3,4
aes_cbc_057,AES-CBC,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,2
aes_cbc_058,AES-CBC,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,3
aes_cbc_059,AES-CBC,modern_symmetric,hard,True,0.34500000000000003,0.5,0.0,0.8,0.95,3,3
aes_ctr_000,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,0
aes_ctr_001,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,0
aes_ctr_002,AES-CTR,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,1
aes_ctr_003,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,0.95,3,2
aes_ctr_004,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,0.98,3,2
aes_ctr_005,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,0.98,3,2
aes_ctr_006,AES-CTR,modern_symmetric,hard,True,0.44166666666666665,0.5,0.16666666666666666,1.0,0.98,3,2
aes_ctr_007,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,0
aes_ctr_008,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,2
aes_ctr_009,AES-CTR,modern_symmetric,hard,True,0.34500000000000003,0.5,0.0,0.8,1.0,3,0
aes_ctr_010,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,0.98,3,3
aes_ctr_011,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,0.95,3,0
aes_ctr_012,AES-CTR,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
aes_ctr_013,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,0.98,3,2
aes_ctr_014,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,0.95,3,2
aes_ctr_015,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,0
aes_ctr_016,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,0.95,3,2
aes_ctr_017,AES-CTR,modern_symmetric,hard,True,0.35000000000000003,0.5,0.0,0.8333333333333333,0.98,4,2
aes_ctr_018,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,0.98,3,0
aes_ctr_019,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,0.98,3,0
aes_ctr_020,AES-CTR,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,1
aes_ctr_021,AES-CTR,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,4,3
aes_ctr_022,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,0
aes_ctr_023,AES-CTR,modern_symmetric,hard,True,0.44166666666666665,0.5,0.16666666666666666,1.0,1.0,3,0
aes_ctr_024,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,0
aes_ctr_025,AES-CTR,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,0.95,3,0
aes_ctr_026,AES-CTR,modern_symmetric,hard,True,0.34500000000000003,0.5,0.0,0.8,1.0,3,0
aes_ctr_027,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,2
aes_ctr_028,AES-CTR,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
aes_ctr_029,AES-CTR,modern_symmetric,hard,True,0.36250000000000004,0.5,0.0,0.9166666666666667,1.0,3,2
aes_ctr_030,AES-CTR,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
aes_ctr_031,AES-CTR,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
aes_ctr_032,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,0
aes_ctr_033,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,0
aes_ctr_034,AES-CTR,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
aes_ctr_035,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,0
aes_ctr_036,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,0.98,3,2
aes_ctr_037,AES-CTR,modern_symmetric,hard,True,0.4291666666666667,0.5,0.16666666666666666,0.9166666666666667,1.0,3,2
aes_ctr_038,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,0
aes_ctr_039,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,0
aes_ctr_040,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,3
aes_ctr_041,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,0
aes_ctr_042,AES-CTR,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,0.98,4,2
aes_ctr_043,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,0
aes_ctr_044,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,0
aes_ctr_045,AES-CTR,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
aes_ctr_046,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,2
aes_ctr_047,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,0.98,3,2
aes_ctr_048,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,1
aes_ctr_049,AES-CTR,modern_symmetric,hard,True,0.4266666666666667,0.5,0.16666666666666666,0.9,1.0,3,0
aes_ctr_050,AES-CTR,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,1
aes_ctr_051,AES-CTR,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,0.95,3,2
aes_ctr_052,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,0
aes_ctr_053,AES-CTR,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
aes_ctr_054,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,0.95,3,2
aes_ctr_055,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,0
aes_ctr_056,AES-CTR,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
aes_ctr_057,AES-CTR,modern_symmetric,hard,True,0.375,0.5,0.0,1.0,1.0,3,2
aes_ctr_058,AES-CTR,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,1
aes_ctr_059,AES-CTR,modern_symmetric,hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,2
chacha20_000,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.44166666666666665,0.5,0.16666666666666666,1.0,1.0,3,0
chacha20_001,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
chacha20_002,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
chacha20_003,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,0.98,3,2
chacha20_004,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.4266666666666667,0.5,0.16666666666666666,0.9,1.0,3,0
chacha20_005,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,1.0,3,0
chacha20_006,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
chacha20_007,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
chacha20_008,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,0.98,3,0
chacha20_009,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
chacha20_010,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
chacha20_011,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
chacha20_012,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.44166666666666665,0.5,0.16666666666666666,1.0,1.0,3,0
chacha20_013,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.4116666666666667,0.5,0.16666666666666666,0.8,1.0,3,0
chacha20_014,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,1.0,3,0
chacha20_015,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.44000000000000006,0.5,0.2,0.9,1.0,3,0
chacha20_016,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,1.0,3,0
chacha20_017,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
chacha20_018,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.36250000000000004,0.5,0.0,0.9166666666666667,1.0,3,0
chacha20_019,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,0.98,4,0
chacha20_020,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,1.0,3,0
chacha20_021,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,1.0,3,0
chacha20_022,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,1.0,3,0
chacha20_023,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
chacha20_024,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,1.0,3,0
chacha20_025,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,0.98,3,0
chacha20_026,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,1.0,3,0
chacha20_027,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,4,0
chacha20_028,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
chacha20_029,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.44166666666666665,0.5,0.16666666666666666,1.0,1.0,3,0
chacha20_030,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,1.0,3,0
chacha20_031,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,4,0
chacha20_032,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,1.0,3,0
chacha20_033,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,1.0,3,0
chacha20_034,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,1.0,3,0
chacha20_035,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
chacha20_036,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
chacha20_037,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,1.0,3,0
chacha20_038,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,1.0,3,0
chacha20_039,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,1.0,3,0
chacha20_040,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.34500000000000003,0.5,0.0,0.8,0.98,3,0
chacha20_041,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,1.0,3,0
chacha20_042,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.4291666666666667,0.5,0.16666666666666666,0.9166666666666667,1.0,3,0
chacha20_043,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,1.0,3,0
chacha20_044,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.34500000000000003,0.5,0.0,0.8,1.0,3,0
chacha20_045,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,1.0,3,0
chacha20_046,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,1.0,3,0
chacha20_047,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,1.0,3,0
chacha20_048,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.34500000000000003,0.5,0.0,0.8,1.0,3,0
chacha20_049,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
chacha20_050,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.4266666666666667,0.5,0.16666666666666666,0.9,1.0,3,0
chacha20_051,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,1.0,3,0
chacha20_052,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,1.0,3,0
chacha20_053,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.36250000000000004,0.5,0.0,0.9166666666666667,1.0,3,0
chacha20_054,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,1.0,3,0
chacha20_055,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,1.0,3,0
chacha20_056,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.375,0.5,0.0,1.0,1.0,3,0
chacha20_057,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.44000000000000006,0.5,0.2,0.9,0.98,3,0
chacha20_058,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
chacha20_059,ChaCha20-Poly1305,modern_symmetric,very_hard,True,0.36000000000000004,0.5,0.0,0.9,1.0,3,0
aes_ecb_000,AES-ECB,modern_symmetric,medium,True,0.175,0.0,0.0,1.0,1.0,3,2
aes_ecb_001,AES-ECB,modern_symmetric,medium,True,0.22666666666666666,0.0,0.16666666666666666,0.9,1.0,3,2
aes_ecb_002,AES-ECB,modern_symmetric,medium,True,0.175,0.0,0.0,1.0,1.0,3,2
aes_ecb_003,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,3,2
aes_ecb_004,AES-ECB,modern_symmetric,medium,True,0.175,0.0,0.0,1.0,1.0,3,2
aes_ecb_005,AES-ECB,modern_symmetric,medium,True,0.175,0.0,0.0,1.0,1.0,3,2
aes_ecb_006,AES-ECB,modern_symmetric,medium,True,0.21666666666666665,0.0,0.16666666666666666,0.8333333333333333,1.0,4,2
aes_ecb_007,AES-ECB,modern_symmetric,medium,True,0.175,0.0,0.0,1.0,1.0,3,2
aes_ecb_008,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,3,2
aes_ecb_009,AES-ECB,modern_symmetric,medium,True,0.175,0.0,0.0,1.0,1.0,3,2
aes_ecb_010,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,3,2
aes_ecb_011,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,3,2
aes_ecb_012,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,3,2
aes_ecb_013,AES-ECB,modern_symmetric,medium,True,0.15,0.0,0.0,0.8333333333333333,1.0,3,2
aes_ecb_014,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,3,2
aes_ecb_015,AES-ECB,modern_symmetric,medium,True,0.24166666666666667,0.0,0.16666666666666666,1.0,1.0,3,2
aes_ecb_016,AES-ECB,modern_symmetric,medium,True,0.175,0.0,0.0,1.0,1.0,3,2
aes_ecb_017,AES-ECB,modern_symmetric,medium,True,0.145,0.0,0.0,0.8,1.0,3,2
aes_ecb_018,AES-ECB,modern_symmetric,medium,True,0.15,0.0,0.0,0.8333333333333333,1.0,3,2
aes_ecb_019,AES-ECB,modern_symmetric,medium,True,0.175,0.0,0.0,1.0,1.0,3,2
aes_ecb_020,AES-ECB,modern_symmetric,medium,True,0.1625,0.0,0.0,0.9166666666666667,1.0,3,2
aes_ecb_021,AES-ECB,modern_symmetric,medium,True,0.175,0.0,0.0,1.0,1.0,3,2
aes_ecb_022,AES-ECB,modern_symmetric,medium,True,0.255,0.0,0.2,1.0,1.0,3,2
aes_ecb_023,AES-ECB,modern_symmetric,medium,True,0.175,0.0,0.0,1.0,1.0,3,2
aes_ecb_024,AES-ECB,modern_symmetric,medium,True,0.145,0.0,0.0,0.8,1.0,3,2
aes_ecb_025,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,3,2
aes_ecb_026,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,4,2
aes_ecb_027,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,3,2
aes_ecb_028,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,3,2
aes_ecb_029,AES-ECB,modern_symmetric,medium,True,0.175,0.0,0.0,1.0,1.0,3,2
aes_ecb_030,AES-ECB,modern_symmetric,medium,True,0.255,0.0,0.2,1.0,1.0,3,2
aes_ecb_031,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,3,2
aes_ecb_032,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,3,2
aes_ecb_033,AES-ECB,modern_symmetric,medium,True,0.24166666666666667,0.0,0.16666666666666666,1.0,1.0,3,2
aes_ecb_034,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,3,2
aes_ecb_035,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,3,2
aes_ecb_036,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,3,2
aes_ecb_037,AES-ECB,modern_symmetric,medium,True,0.15,0.0,0.0,0.8333333333333333,1.0,3,2
aes_ecb_038,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,4,2
aes_ecb_039,AES-ECB,modern_symmetric,medium,True,0.13749999999999998,0.0,0.0,0.75,1.0,3,2
aes_ecb_040,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,3,2
aes_ecb_041,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,3,2
aes_ecb_042,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,3,2
aes_ecb_043,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,3,2
aes_ecb_044,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,3,2
aes_ecb_045,AES-ECB,modern_symmetric,medium,True,0.175,0.0,0.0,1.0,1.0,3,2
aes_ecb_046,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,3,2
aes_ecb_047,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,3,2
aes_ecb_048,AES-ECB,modern_symmetric,medium,True,0.145,0.0,0.0,0.8,1.0,3,2
aes_ecb_049,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,3,2
aes_ecb_050,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,3,2
aes_ecb_051,AES-ECB,modern_symmetric,medium,True,0.175,0.0,0.0,1.0,1.0,3,2
aes_ecb_052,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,3,2
aes_ecb_053,AES-ECB,modern_symmetric,medium,True,0.145,0.0,0.0,0.8,1.0,3,2
aes_ecb_054,AES-ECB,modern_symmetric,medium,True,0.175,0.0,0.0,1.0,1.0,3,2
aes_ecb_055,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,3,2
aes_ecb_056,AES-ECB,modern_symmetric,medium,True,0.175,0.0,0.0,1.0,1.0,3,2
aes_ecb_057,AES-ECB,modern_symmetric,medium,True,0.145,0.0,0.0,0.8,1.0,3,2
aes_ecb_058,AES-ECB,modern_symmetric,medium,True,0.175,0.0,0.0,1.0,1.0,3,2
aes_ecb_059,AES-ECB,modern_symmetric,medium,True,0.16,0.0,0.0,0.9,1.0,3,2
sha256_000,SHA-256,hash,medium,True,0.5800000000000001,0.3,0.0,0.9,1.0,3,0
sha256_001,SHA-256,hash,medium,True,0.62,0.3,0.0,1.0,1.0,3,0
sha256_002,SHA-256,hash,medium,True,0.62,0.3,0.0,1.0,1.0,3,0
sha256_003,SHA-256,hash,medium,True,0.54,0.3,0.0,0.8,1.0,3,0
sha256_004,SHA-256,hash,medium,True,0.62,0.3,0.0,1.0,1.0,3,0
sha256_005,SHA-256,hash,medium,True,0.5800000000000001,0.3,0.0,0.9,1.0,3,0
sha256_006,SHA-256,hash,medium,True,0.5800000000000001,0.3,0.0,0.9,1.0,3,0
sha256_007,SHA-256,hash,medium,True,0.62,0.3,0.0,1.0,1.0,3,0
sha256_008,SHA-256,hash,medium,True,0.62,0.3,0.0,1.0,1.0,3,0
sha256_009,SHA-256,hash,medium,True,0.5800000000000001,0.3,0.0,0.9,1.0,3,0
sha256_010,SHA-256,hash,medium,True,0.54,0.3,0.0,0.8,1.0,3,0
sha256_011,SHA-256,hash,medium,True,0.62,0.3,0.0,1.0,1.0,3,0
sha256_012,SHA-256,hash,medium,True,0.5800000000000001,0.3,0.0,0.9,1.0,3,0
sha256_013,SHA-256,hash,medium,True,0.5800000000000001,0.3,0.2,0.9,1.0,3,0
sha256_014,SHA-256,hash,medium,True,0.5800000000000001,0.3,0.16666666666666666,0.9,1.0,3,0
sha256_015,SHA-256,hash,medium,True,0.62,0.3,0.0,1.0,1.0,3,0
sha256_016,SHA-256,hash,medium,True,0.54,0.3,0.0,0.8,1.0,3,0
sha256_017,SHA-256,hash,medium,True,0.54,0.3,0.0,0.8,1.0,3,0
sha256_018,SHA-256,hash,medium,True,0.54,0.3,0.0,0.8,1.0,3,0
